NIBRS Code Name,Report Date,Location,Victim Count,Crime Against,Was a firearm involved?,Longitude,Latitude,Severity Score
Aggravated Assault,10/13/2023 3:23:29 AM,74 CANDLELIGHT LN SW,1.0,PERSON,N,-84.520992,33.756532,0.2664
Motor Vehicle Theft,10/13/2023 3:29:42 AM,1738 HOWELL MILL RD NW,1.0,PROPERTY,N,-84.415969,33.80126,0.2331
Stolen Property Offenses,10/13/2023 3:53:13 AM,64 PEACHTREE ST NW,0.0,PROPERTY,N,-84.389105,33.755422,0.1332
Weapon Law Violations,10/13/2023 3:53:13 AM,64 PEACHTREE ST NW,0.0,SOCIETY,N,-84.389105,33.755422,0.1665
Destruction/Damage/Vandalism of Property,10/13/2023 3:53:46 AM,319 OAK DR SE,1.0,PROPERTY,Y,-84.383145,33.668092,0.49950000000000006
Aggravated Assault,10/13/2023 3:53:46 AM,319 OAK DR SE,2.0,PERSON,Y,-84.383145,33.668092,0.5994
Pornography/Obscene Material,10/13/2023 3:57:11 AM,320 FAIRBURN RD SW,1.0,SOCIETY,N,-84.507113,33.744387,0.0333
Theft From Motor Vehicle,10/13/2023 4:11:12 AM,837 GREENWOOD AVE NE,1.0,PROPERTY,N,-84.359979,33.776412,0.0999
Theft From Motor Vehicle,10/13/2023 5:02:06 AM,841 N HIGHLAND AVE NE,2.0,PROPERTY,N,-84.352449,33.777325,0.0999
Motor Vehicle Theft,10/13/2023 5:07:58 AM,327 PETERS ST SW,1.0,PROPERTY,N,-84.403815,33.745857,0.2331
All Other Larceny,10/13/2023 5:08:46 AM,530 ENGLISH AVE NW,1.0,PROPERTY,N,-84.413708,33.769129,0.1665
Theft From Motor Vehicle,10/13/2023 5:10:57 AM,1107 RALPH D ABERNATHY BLVD SW,1.0,PROPERTY,N,-84.424028,33.738798,0.0999
Simple Assault,10/13/2023 5:27:51 AM,898 OAK ST NW,1.0,PERSON,N,-84.463293,33.779759,0.1332
Theft From Motor Vehicle,10/13/2023 5:48:43 AM,3637 HOGAN RD SW,1.0,PROPERTY,N,-84.507669,33.674602,0.0999
Motor Vehicle Theft,10/13/2023 6:16:32 AM,788 W MARIETTA ST NW,1.0,PROPERTY,N,-84.414013,33.779884,0.2331
Theft From Building,10/13/2023 6:35:04 AM,1167 JOSEPH E BOONE BLVD NW,0.0,PROPERTY,N,-84.425651,33.763781,0.1332
Motor Vehicle Theft,10/13/2023 7:55:18 AM,6000 N TERMINAL PKWY,1.0,PROPERTY,N,-84.444165,33.640807,0.2331
Destruction/Damage/Vandalism of Property,10/13/2023 7:58:20 AM,3423 PIEDMONT RD NE,0.0,PROPERTY,N,-84.373341,33.848689,0.1665
Aggravated Assault,10/13/2023 8:06:39 AM,1379 KENILWORTH DR SW,1.0,PERSON,Y,-84.434415,33.717373,0.5994
Simple Assault,10/13/2023 8:07:57 AM,464 CAMERON M ALEXANDER BLVD NW,1.0,PERSON,N,-84.402751,33.76805,0.1332
Motor Vehicle Theft,10/13/2023 8:39:01 AM,717 LEE ST SW,2.0,PROPERTY,N,-84.414365,33.734634,0.2331
Burglary/Breaking & Entering,10/13/2023 8:48:41 AM,1709 SYLVAN RD SW,0.0,PROPERTY,N,-84.418436,33.70829,0.1998
Theft From Coin-Operated Machine or Device,10/13/2023 8:57:12 AM,1630 JONESBORO RD SE,0.0,PROPERTY,N,-84.379793,33.707299,0.0333
Theft From Motor Vehicle,10/13/2023 9:18:52 AM,476 EDGEWOOD AVE NE,1.0,PROPERTY,N,-84.37193,33.754367,0.0999
Shoplifting,10/13/2023 11:15:22 AM,308 JOSEPH E LOWERY BLVD SW,1.0,PROPERTY,N,-84.417428,33.746357,0.1332
Simple Assault,10/13/2023 11:42:22 AM,1155 JOSEPH E BOONE BLVD NW,1.0,PERSON,N,-84.425684,33.763627,0.1332
Burglary/Breaking & Entering,10/13/2023 11:57:54 AM,3030 CONTINENTAL COLONY PKWY SW,1.0,PROPERTY,N,-84.493696,33.680493,0.1998
Motor Vehicle Theft,10/13/2023 12:13:41 PM,174 WOODWARD AVE SE,1.0,PROPERTY,N,-84.382243,33.745752,0.2331
Shoplifting,10/13/2023 12:40:56 PM,725 PONCE DE LEON AVE NE,0.0,PROPERTY,N,-84.363413,33.771707,0.1332
All Other Larceny,10/13/2023 12:52:56 PM,1050 HOWELL MILL RD NW,1.0,PROPERTY,N,-84.412155,33.782985,0.1665
Theft From Motor Vehicle,10/13/2023 1:14:02 PM,986 OGLETHORPE AVE SW,1.0,PROPERTY,N,-84.420113,33.735607,0.0999
Motor Vehicle Theft,10/13/2023 1:17:10 PM,2926 FAIRBURN RD SW,1.0,PROPERTY,N,-84.514153,33.674493,0.2331
Impersonation,10/13/2023 1:22:21 PM,895 BOOKER WASHINGTON DR NW,1.0,PROPERTY,N,-84.416858,33.759293,0.1332
Credit Card/Automated Teller Machine Fraud,10/13/2023 1:22:33 PM,170 BOULEVARD SE,1.0,PROPERTY,N,-84.368859,33.74972,0.1665
All Other Larceny,10/13/2023 1:34:49 PM,239 PONCE DE LEON AVE NE,0.0,PROPERTY,N,-84.379419,33.772514,0.1665
Weapon Law Violations,10/13/2023 2:02:47 PM,7700 SPINE RD,0.0,SOCIETY,N,-84.442465,33.640387,0.1665
Weapon Law Violations,10/13/2023 2:09:03 PM,7062 SPINE RD,0.0,SOCIETY,N,-84.443785,33.640766,0.1665
Theft From Motor Vehicle,10/13/2023 2:27:49 PM,1033 JEFFERSON ST NW,1.0,PROPERTY,N,-84.421094,33.777643,0.0999
Drug/Narcotic Violations,10/13/2023 2:39:28 PM,3181 DONALD LEE HOLLOWELL PKWY NW,0.0,SOCIETY,N,-84.491129,33.786189,0.1665
Motor Vehicle Theft,10/13/2023 2:49:56 PM,3727 STEPHANIE DR SW,1.0,PROPERTY,N,-84.510349,33.674138,0.2331
Destruction/Damage/Vandalism of Property,10/13/2023 2:49:56 PM,3727 STEPHANIE DR SW,1.0,PROPERTY,N,-84.510349,33.674138,0.1665
All Other Larceny,10/13/2023 2:56:15 PM,6000 N TERMINAL PKWY,1.0,PROPERTY,N,-84.444368,33.640311,0.1665
False Pretenses/Swindle/Confidence Game,10/13/2023 2:59:17 PM,857 COLLIER RD NW,1.0,PROPERTY,N,-84.41609,33.810368,0.1998
All Other Larceny,10/13/2023 3:00:26 PM,3554 FAIRBURN PL NW,1.0,PROPERTY,N,-84.503813,33.771695,0.1665
Theft From Motor Vehicle,10/13/2023 3:19:42 PM,3721 HOGAN RD SW,1.0,PROPERTY,N,-84.510494,33.673587,0.0999
Impersonation,10/13/2023 3:22:26 PM,"1260 WOOLMAN PL
HAPEVILLE, GA 30354
UNITED STATES",1.0,PROPERTY,N,-84.420356,33.65398,0.1332
All Other Larceny,10/13/2023 3:24:10 PM,250 PIEDMONT AVE NE,1.0,PROPERTY,N,-84.382297,33.761223,0.1665
Theft From Motor Vehicle,10/13/2023 3:35:57 PM,659 PEACHTREE ST NE,3.0,PROPERTY,N,-84.384488,33.772579,0.0999
False Pretenses/Swindle/Confidence Game,10/13/2023 3:42:07 PM,862 OAKHILL AVE SW,1.0,PROPERTY,N,-84.409106,33.731496,0.1998
Destruction/Damage/Vandalism of Property,10/13/2023 3:42:25 PM,1188 MCLENDON AVE NE,0.0,PROPERTY,N,-84.348718,33.765167,0.1665
Counterfeiting/Forgery,10/13/2023 3:44:01 PM,3438 PEACHTREE RD NE,0.0,PROPERTY,N,-84.364037,33.853072,0.0666
Aggravated Assault,10/13/2023 3:48:42 PM,671 JETT ST NW,1.0,PERSON,N,-84.409371,33.767478,0.2664
Credit Card/Automated Teller Machine Fraud,10/13/2023 4:02:13 PM,2700 PINE TREE RD NE,1.0,PROPERTY,N,-84.359143,33.828418,0.1665
Credit Card/Automated Teller Machine Fraud,10/13/2023 4:02:18 PM,226 PEACHTREE ST SW,1.0,PROPERTY,N,-84.394417,33.748137,0.1665
Impersonation,10/13/2023 4:02:23 PM,1871 PLAZA LN SW,1.0,PROPERTY,N,-84.453136,33.703897,0.1332
Simple Assault,10/13/2023 4:02:32 PM,1550 MONTREAT PL SW,1.0,PERSON,N,-84.438659,33.730209,0.1332
All Other Larceny,10/13/2023 4:07:02 PM,6000 N TERMINAL PKWY,1.0,PROPERTY,N,-84.444165,33.640807,0.1665
Weapon Law Violations,10/13/2023 4:08:39 PM,7700 SPINE RD,0.0,SOCIETY,Y,-84.442465,33.640387,0.49950000000000006
Drug/Narcotic Violations,10/13/2023 4:13:42 PM,1100 FAYETTEVILLE RD SE,0.0,SOCIETY,N,-84.325952,33.724157,0.1665
Credit Card/Automated Teller Machine Fraud,10/13/2023 4:22:07 PM,3060 PHARR COURT NORTH NW,1.0,PROPERTY,N,-84.38467,33.838811,0.1665
Impersonation,10/13/2023 4:22:12 PM,555 WHITEHALL ST SW,1.0,PROPERTY,N,-84.4062,33.743034,0.1332
Impersonation,10/13/2023 4:22:17 PM,455 NORTH AVE NE,1.0,PROPERTY,N,-84.372243,33.770677,0.1332
Credit Card/Automated Teller Machine Fraud,10/13/2023 4:22:22 PM,564 LEE ST SW,1.0,PROPERTY,N,-84.413518,33.739558,0.1665
Credit Card/Automated Teller Machine Fraud,10/13/2023 4:22:28 PM,800 CHEROKEE AVE SE,1.0,PROPERTY,N,-84.371061,33.733884,0.1665
Impersonation,10/13/2023 4:22:44 PM,2111 CAMPBELLTON RD SW,1.0,PROPERTY,N,-84.458,33.706526,0.1332
Impersonation,10/13/2023 4:22:49 PM,150 E WESLEY RD NE,1.0,PROPERTY,N,-84.382325,33.82893,0.1332
Drug/Narcotic Violations,10/13/2023 4:37:48 PM,1073 HOLLYWOOD RD NW,0.0,SOCIETY,N,-84.460297,33.784281,0.1665
Theft From Building,10/13/2023 4:44:46 PM,1871 HOLLYWOOD RD NW,0.0,PROPERTY,N,-84.470862,33.806763,0.1332
False Pretenses/Swindle/Confidence Game,10/13/2023 5:13:47 PM,1212 JAMES JACKSON PKWY NW,1.0,PROPERTY,N,-84.477455,33.789177,0.1998
Theft From Motor Vehicle,10/13/2023 5:26:14 PM,1340 W PEACHTREE ST NW,1.0,PROPERTY,N,-84.388198,33.791457,0.0999
Theft From Motor Vehicle,10/13/2023 5:36:07 PM,567 REED ST SE,3.0,PROPERTY,N,-84.385767,33.738918,0.0999
Impersonation,10/13/2023 5:42:19 PM,136 PRYOR ST SW,1.0,PROPERTY,N,-84.39048,33.750513,0.1332
All Other Larceny,10/13/2023 6:04:29 PM,46 BOULEVARD SE,1.0,PROPERTY,N,-84.371502,33.753051,0.1665
Embezzlement,10/13/2023 6:07:27 PM,2085 MARIETTA BLVD NW,0.0,PROPERTY,N,-84.438495,33.811751,0.1998
Counterfeiting/Forgery,10/13/2023 6:07:27 PM,2085 MARIETTA BLVD NW,0.0,PROPERTY,N,-84.438424,33.811765,0.0666
Murder & Nonnegligent Manslaughter,10/13/2023 6:10:10 PM,360 W PEACHTREE ST NW,1.0,PERSON,Y,-84.387581,33.764334,0.666
Shoplifting,10/13/2023 6:21:05 PM,138 EDGEWOOD AVE NE,0.0,PROPERTY,N,-84.383684,33.754646,0.1332
Drug/Narcotic Violations,10/13/2023 6:30:30 PM,CAMPBELLTON RD SW / DELOWE DR SW,0.0,SOCIETY,N,-84.457378,33.706456,0.1665
Destruction/Damage/Vandalism of Property,10/13/2023 6:39:32 PM,3200 STONE RD SW,1.0,PROPERTY,N,-84.494155,33.669451,0.1665
Shoplifting,10/13/2023 6:52:36 PM,2539 PIEDMONT RD NE,1.0,PROPERTY,N,-84.363466,33.824477,0.1332
Embezzlement,10/13/2023 7:01:46 PM,3377 PEACHTREE RD NE,0.0,PROPERTY,N,-84.366332,33.847791,0.1998
Shoplifting,10/13/2023 7:38:11 PM,2315 GLENWOOD AVE SE,0.0,PROPERTY,N,-84.31149,33.739843,0.1332
Theft From Building,10/13/2023 7:39:06 PM,2430 PIEDMONT RD NE,0.0,PROPERTY,N,-84.367917,33.821753,0.1332
Theft From Motor Vehicle,10/13/2023 7:39:33 PM,1050 HOWELL MILL RD NW,1.0,PROPERTY,N,-84.412155,33.782985,0.0999
Motor Vehicle Theft,10/13/2023 7:58:48 PM,1820 METROPOLITAN PKWY SW,0.0,PROPERTY,N,-84.407919,33.704804,0.2331
All Other Larceny,10/13/2023 8:09:40 PM,250 5TH ST NE,1.0,PROPERTY,N,-84.379126,33.775907,0.1665
False Pretenses/Swindle/Confidence Game,10/13/2023 8:13:13 PM,1020 PIEDMONT AVE NE,1.0,PROPERTY,N,-84.380348,33.782526,0.1998
All Other Larceny,10/13/2023 8:28:49 PM,3651 LENOX RD NE,0.0,PROPERTY,N,-84.373441,33.850181,0.1665
Theft From Motor Vehicle,10/13/2023 8:57:55 PM,931 MCDANIEL ST SW,0.0,PROPERTY,N,-84.401796,33.729437,0.0999
Motor Vehicle Theft,10/13/2023 9:00:46 PM,6011 S TERMINAL BYWY,1.0,PROPERTY,N,-84.445985,33.638857,0.2331
Motor Vehicle Theft,10/13/2023 9:15:54 PM,MARTIN AVE SE / JONESBORO RD SE,1.0,PROPERTY,N,-84.384557,33.717933,0.2331
False Pretenses/Swindle/Confidence Game,10/13/2023 9:16:10 PM,202 LENOX WAY NE,0.0,PROPERTY,N,-84.356183,33.833347,0.1998
False Pretenses/Swindle/Confidence Game,10/13/2023 9:16:10 PM,202 LENOX WAY NE,1.0,PROPERTY,N,-84.356183,33.833347,0.1998
Extortion/Blackmail,10/13/2023 9:16:10 PM,202 LENOX WAY NE,1.0,PROPERTY,N,-84.356183,33.833347,0.2331
Motor Vehicle Theft,10/13/2023 9:27:00 PM,POOLE PL SW / LEE ST SW,1.0,PROPERTY,N,-84.414077,33.739058,0.2331
False Pretenses/Swindle/Confidence Game,10/13/2023 9:34:01 PM,16 MOOREGATE SQ NW,1.0,PROPERTY,N,-84.408341,33.842795,0.1998
Theft From Motor Vehicle,10/13/2023 9:38:02 PM,360 MARIETTA ST NW,1.0,PROPERTY,N,-84.397432,33.763281,0.0999
Theft From Motor Vehicle,10/13/2023 9:43:23 PM,2277 PEACHTREE RD NE,1.0,PROPERTY,N,-84.390367,33.816049,0.0999
Theft From Motor Vehicle,10/13/2023 10:17:32 PM,6023 S TERMINAL PKWY,1.0,PROPERTY,N,-84.44453,33.637998,0.0999
Burglary/Breaking & Entering,10/13/2023 10:24:12 PM,3663 NARRON DR SW,1.0,PROPERTY,N,-84.508168,33.677395,0.1998
Simple Assault,10/13/2023 10:28:11 PM,2469 PIEDMONT RD NE,1.0,PERSON,N,-84.366921,33.82274,0.1332
All Other Larceny,10/13/2023 10:28:11 PM,2469 PIEDMONT RD NE,1.0,PROPERTY,N,-84.366921,33.82274,0.1665
Destruction/Damage/Vandalism of Property,10/13/2023 10:31:48 PM,375 HIGHLAND AVE NE,1.0,PROPERTY,N,-84.376045,33.760934,0.1665
Fondling,10/13/2023 10:39:34 PM,255 COURTLAND ST NE,1.0,PERSON,N,-84.383143,33.761566,0.1665
Aggravated Assault,10/13/2023 10:49:15 PM,2161 KIPLING CIR SE,2.0,PERSON,N,-84.355223,33.696503,0.2664
Theft From Motor Vehicle,10/13/2023 10:50:00 PM,3279 ROSWELL RD NE,0.0,PROPERTY,N,-84.379833,33.844689,0.0999
Burglary/Breaking & Entering,10/13/2023 11:00:00 PM,268 WESTMINSTER DR NE,1.0,PROPERTY,N,-84.371005,33.793922,0.1998
Theft From Motor Vehicle,10/13/2023 11:06:17 PM,80 WHITEHOUSE DR SW,1.0,PROPERTY,N,-84.419609,33.752623,0.0999
Theft From Motor Vehicle,10/13/2023 11:06:55 PM,530 14TH ST NW,3.0,PROPERTY,N,-84.404548,33.786089,0.0999
Simple Assault,10/13/2023 11:12:45 PM,1245 DONNELLY AVE SW,1.0,PERSON,N,-84.428393,33.734374,0.1332
Drug/Narcotic Violations,10/13/2023 11:17:47 PM,1955 COMPTON DR SE,0.0,SOCIETY,Y,-84.385574,33.699937,0.49950000000000006
Aggravated Assault,10/13/2023 11:17:47 PM,1955 COMPTON DR SE,1.0,PERSON,Y,-84.385574,33.699937,0.5994
Destruction/Damage/Vandalism of Property,10/13/2023 11:19:04 PM,GLENN ST SW / CENTRAL AVE SW,2.0,PROPERTY,N,-84.393456,33.738051,0.1665
All Other Larceny,10/13/2023 11:31:01 PM,430 BISHOP ST NW,1.0,PROPERTY,N,-84.401757,33.792792,0.1665
Wire Fraud,10/13/2023 11:36:07 PM,3258 LANDINGS NORTH DR SW,1.0,PROPERTY,N,-84.521273,33.666122,0.1665
False Pretenses/Swindle/Confidence Game,10/13/2023 11:40:39 PM,396 PIEDMONT AVE NE,1.0,PROPERTY,N,-84.382598,33.764905,0.1998
Motor Vehicle Theft,10/13/2023 11:53:51 PM,1205 METROPOLITAN AVE SE,1.0,PROPERTY,N,-84.348045,33.741468,0.2331
Shoplifting,10/14/2023 12:06:13 AM,1683 LAKEWOOD AVE SE,0.0,PROPERTY,N,-84.380351,33.708305,0.1332
Drug/Narcotic Violations,10/14/2023 12:07:48 AM,PIEDMONT RD NE / SIDNEY MARCUS BLVD NE,0.0,SOCIETY,N,-84.367147,33.825758,0.1665
Drug/Narcotic Violations,10/14/2023 12:51:16 AM,3843 JONESBORO RD SE,0.0,SOCIETY,N,-84.366346,33.649352,0.1665
Motor Vehicle Theft,10/14/2023 12:53:29 AM,207 PEACHTREE CENTER AVE NE,1.0,PROPERTY,N,-84.385539,33.760199,0.2331
Theft From Coin-Operated Machine or Device,10/14/2023 12:55:31 AM,307 RICHARDSON ST SW,1.0,PROPERTY,N,-84.397863,33.740868,0.0333
Simple Assault,10/14/2023 1:07:49 AM,2860 MARTIN LUTHER KING JR DR SW,3.0,PERSON,N,-84.481381,33.753997,0.1332
Intimidation,10/14/2023 1:09:41 AM,1155 LAVISTA RD NE,1.0,PERSON,N,-84.350833,33.818028,0.1998
All Other Larceny,10/14/2023 1:22:59 AM,139 LAWTON ST SW,1.0,PROPERTY,N,-84.423366,33.750875,0.1665
Motor Vehicle Theft,10/14/2023 1:26:24 AM,850 OAK ST SW,1.0,PROPERTY,N,-84.416709,33.740528,0.2331
Theft From Motor Vehicle,10/14/2023 1:53:58 AM,1735 DEFOOR PL NW,1.0,PROPERTY,N,-84.421554,33.802245,0.0999
All Other Larceny,10/14/2023 2:06:10 AM,2201 GLENWOOD AVE SE,1.0,PROPERTY,N,-84.315211,33.740079,0.1665
Theft From Motor Vehicle,10/14/2023 2:11:54 AM,400 W PEACHTREE ST NW,0.0,PROPERTY,N,-84.387606,33.766245,0.0999
Motor Vehicle Theft,10/14/2023 2:13:29 AM,970 SPRING ST NW,2.0,PROPERTY,N,-84.389513,33.781246,0.2331
Shoplifting,10/14/2023 2:33:38 AM,2275 MARIETTA BLVD NW,0.0,PROPERTY,N,-84.450344,33.819782,0.1332
Aggravated Assault,10/14/2023 2:49:09 AM,725 PONCE DE LEON AVE NE,1.0,PERSON,N,-84.363316,33.773677,0.2664
Burglary/Breaking & Entering,10/14/2023 4:21:20 AM,1079 SEABOARD AVE NE,1.0,PROPERTY,N,-84.351528,33.757248,0.1998
Theft From Motor Vehicle,10/14/2023 4:37:31 AM,79 W PACES FERRY RD NW,2.0,PROPERTY,N,-84.382242,33.840553,0.0999
Drug/Narcotic Violations,10/14/2023 5:06:02 AM,1570 LAKEWOOD AVE SE,0.0,SOCIETY,N,-84.380131,33.711596,0.1665
Aggravated Assault,10/14/2023 5:27:38 AM,1039 REGENT ST SW,1.0,PERSON,Y,-84.4226,33.700825,0.5994
Simple Assault,10/14/2023 5:28:11 AM,1011 NORTHSIDE DR NW,1.0,PERSON,N,-84.407108,33.783239,0.1332
Rape,10/14/2023 5:30:09 AM,34 JOSEPH E LOWERY BLVD NW,1.0,PERSON,N,-84.41781,33.75571,0.1665
Aggravated Assault,10/14/2023 5:30:09 AM,34 JOSEPH E LOWERY BLVD NW,1.0,PERSON,N,-84.41781,33.75571,0.2664
Burglary/Breaking & Entering,10/14/2023 5:45:45 AM,298 DEERING RD NW,1.0,PROPERTY,N,-84.397626,33.796039,0.1998
Destruction/Damage/Vandalism of Property,10/14/2023 6:01:09 AM,2167 BOLTON DR NW,1.0,PROPERTY,N,-84.44103,33.815771,0.1665
Motor Vehicle Theft,10/14/2023 6:11:43 AM,1105 FOUNTAIN DR SW,1.0,PROPERTY,N,-84.423816,33.751794,0.2331
Theft From Motor Vehicle,10/14/2023 6:14:51 AM,TANNER ST SE / WILLIAM H BORDERS DR SE,1.0,PROPERTY,N,-84.375535,33.753642,0.0999
Theft From Motor Vehicle,10/14/2023 6:31:57 AM,841 N HIGHLAND AVE NE,1.0,PROPERTY,N,-84.352449,33.777325,0.0999
Theft From Motor Vehicle,10/14/2023 6:32:29 AM,1055 HOWELL MILL RD NW,1.0,PROPERTY,N,-84.41125,33.783184,0.0999
Shoplifting,10/14/2023 7:05:13 AM,1371 MARKET ST NW,0.0,PROPERTY,N,-84.394658,33.792096,0.1332
Simple Assault,10/14/2023 7:40:11 AM,2400 CAMPBELLTON RD SW,1.0,PERSON,N,-84.465643,33.703613,0.1332
Theft From Motor Vehicle,10/14/2023 8:02:30 AM,1529 MONROE DR NE,2.0,PROPERTY,N,-84.368215,33.796376,0.0999
Theft From Motor Vehicle,10/14/2023 8:11:23 AM,90 COURTLAND ST NE,1.0,PROPERTY,N,-84.384139,33.755823,0.0999
Destruction/Damage/Vandalism of Property,10/14/2023 8:30:43 AM,839 FOX ST NW,1.0,PROPERTY,N,-84.414878,33.772385,0.1665
Intimidation,10/14/2023 8:42:50 AM,1355 RALPH DAVID ABERNATHY BLVD SW,1.0,PERSON,N,-84.432039,33.739304,0.1998
Theft From Motor Vehicle,10/14/2023 9:34:47 AM,763 TRABERT AVE NW,1.0,PROPERTY,N,-84.413392,33.794863,0.0999
Theft From Motor Vehicle,10/14/2023 10:14:57 AM,3771 ROSWELL RD NE,1.0,PROPERTY,N,-84.381491,33.857588,0.0999
Simple Assault,10/14/2023 10:35:55 AM,2300 GLENWOOD AVE SE,1.0,PERSON,N,-84.312008,33.740152,0.1332
Impersonation,10/14/2023 10:42:10 AM,80 JESSE HILL JR DR SE,1.0,PROPERTY,N,-84.382016,33.751847,0.1332
Theft From Motor Vehicle,10/14/2023 11:42:20 AM,300 TED TURNER DR NW,1.0,PROPERTY,N,-84.389616,33.762622,0.0999
Destruction/Damage/Vandalism of Property,10/14/2023 11:42:20 AM,300 TED TURNER DR NW,1.0,PROPERTY,N,-84.389616,33.762622,0.1665
All Other Larceny,10/14/2023 12:01:19 PM,3599 MARTIN L KING JR DR NW,1.0,PROPERTY,N,-84.504326,33.759332,0.1665
Theft From Motor Vehicle,10/14/2023 12:16:27 PM,3589 STONE RD SW,1.0,PROPERTY,N,-84.505459,33.678149,0.0999
Theft From Motor Vehicle,10/14/2023 12:34:45 PM,181 PEACHTREE ST NE,1.0,PROPERTY,N,-84.387199,33.758614,0.0999
All Other Larceny,10/14/2023 12:34:55 PM,6000 N TERMINAL PKWY,1.0,PROPERTY,N,-84.444368,33.640311,0.1665
Destruction/Damage/Vandalism of Property,10/14/2023 12:37:04 PM,572 HANK AARON DR SE,1.0,PROPERTY,N,-84.387715,33.737862,0.1665
Theft From Motor Vehicle,10/14/2023 1:02:38 PM,2798 PEEK RD NW,1.0,PROPERTY,N,-84.478162,33.777387,0.0999
Motor Vehicle Theft,10/14/2023 1:15:36 PM,3000 HEADLAND DR SW,1.0,PROPERTY,N,-84.486573,33.689227,0.2331
Destruction/Damage/Vandalism of Property,10/14/2023 1:22:13 PM,1201 PEACHTREE ST NE,0.0,PROPERTY,N,-84.382901,33.78761,0.1665
False Pretenses/Swindle/Confidence Game,10/14/2023 1:22:28 PM,3440 PEACHTREE RD NE,1.0,PROPERTY,N,-84.362411,33.851937,0.1998
Theft From Motor Vehicle,10/14/2023 1:38:10 PM,17 BAKER ST NW,1.0,PROPERTY,N,-84.388253,33.762802,0.0999
Counterfeiting/Forgery,10/14/2023 1:40:05 PM,595 PIEDMONT AVE NE,1.0,PROPERTY,N,-84.381175,33.770385,0.0666
Impersonation,10/14/2023 1:42:06 PM,226 PEACHTREE ST SW,1.0,PROPERTY,N,-84.394417,33.748137,0.1332
False Pretenses/Swindle/Confidence Game,10/14/2023 1:42:11 PM,500 10TH ST NE,0.0,PROPERTY,N,-84.36928,33.782203,0.1998
All Other Larceny,10/14/2023 1:50:11 PM,6000 N TERMINAL PKWY,1.0,PROPERTY,N,-84.444368,33.640311,0.1665
Aggravated Assault,10/14/2023 2:12:32 PM,1100 ASTOR AVE SW,1.0,PERSON,N,-84.424346,33.70149,0.2664
False Pretenses/Swindle/Confidence Game,10/14/2023 2:22:11 PM,2525 PIEDMONT RD NE,1.0,PROPERTY,N,-84.36316,33.824305,0.1998
False Pretenses/Swindle/Confidence Game,10/14/2023 2:22:28 PM,199 MITCHELL ST SW,1.0,PROPERTY,N,-84.394058,33.751802,0.1998
Simple Assault,10/14/2023 2:28:23 PM,808 CELESTE LN SW,1.0,PERSON,N,-84.507147,33.740459,0.1332
All Other Larceny,10/14/2023 2:29:58 PM,741 MOROSGO DR NE,1.0,PROPERTY,N,-84.364297,33.822661,0.1665
Credit Card/Automated Teller Machine Fraud,10/14/2023 2:42:12 PM,2001 SYLVAN RD SW,1.0,PROPERTY,N,-84.419753,33.700027,0.1665
Impersonation,10/14/2023 2:42:22 PM,556 MAGNOLIA ST NW,1.0,PROPERTY,N,-84.405862,33.757517,0.1332
False Pretenses/Swindle/Confidence Game,10/14/2023 2:42:27 PM,617 GRIFFIN ST NW,1.0,PROPERTY,N,-84.411215,33.77155,0.1998
Destruction/Damage/Vandalism of Property,10/14/2023 2:48:55 PM,504 AMSTERDAM AVE NE,1.0,PROPERTY,N,-84.369794,33.78834,0.1665
Motor Vehicle Theft,10/14/2023 2:53:06 PM,631 LAWTON ST SW,1.0,PROPERTY,N,-84.423411,33.737756,0.2331
,,"<[OK] Osm - Geocode [Georgia Tech, Ferst Drive Northwest, Atlanta, Fulton County, Georgia, 30332, United States]>",,Credit Card/Automated Teller Machine Fraud,Firearms Present,-84.39884086001581,33.776033,1
,,"<[OK] Osm - Geocode [Georgia Tech, Ferst Drive Northwest, Atlanta, Fulton County, Georgia, 30332, United States]>",,Type of Crime,Firearms Present,-84.39884086001581,33.776033,1
,,"<[OK] Osm - Geocode [Atlanta, Fulton County, Georgia, United States]>",,Type of Crime,Firearms Present,-84.3902644,33.7489924,1
,,,,Type of Crime,Firearms Present,-84.3902644,33.7489924,1
